UNI_ID,UNI_Name,Type,Province,City,Established_Year,HEC_Ranking,HEC_Category,Department_Name,Department_Category,Year,Total_Enrollment,Male_Enrollment,Female_Enrollment,Faculty_Count,Student_Faculty_Ratio,PhD_Students,MS_MPhil_Students,BS_Students,Scholarship_Students,International_Students,Research_Papers_Published,Avg_CGPA,Employment_Ratio_Pct,Dropout_Rate_Pct,Avg_Student_Background,Fee_Per_Semester_PKR,Lab_Count,Industry_Tie_Ups,Entry_Test_Required,Entry_Test_Type,Entry_Test_Tier,Entry_Test_Passing_Criteria,No_of_Buildings,HEC_Ranking_is_imputed,Industry_Tie_Ups_is_imputed,Fee_Per_Semester_PKR_is_imputed,Scholarship_Students_is_imputed,International_Students_is_imputed,Avg_CGPA_is_imputed,No_of_Buildings_is_imputed,Lab_Count_is_imputed,Dropout_Rate_Pct_is_imputed,Research_Papers_Published_is_imputed,BS_Students_is_imputed,PhD_Students_is_imputed,MS_MPhil_Students_is_imputed,Avg_Student_Background_is_imputed,Entry_Test_Tier_is_imputed,Entry_Test_Passing_Criteria_is_imputed,Female_Share_Pct,Gender_Balance_Category,Annual_Fee_PKR,Fee_Band,Research_Per_Faculty,Campus_Density,Is_Overcrowded,PG_Ratio,Is_Research_Focused,Selectivity_Score,University_Score,Fee_Value_Score,Peer_CGPA_Gap,Risk_Index
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Mechanical Engineering,STEM,2024,2071,998,1073,82,25.3,0.0,48.0,2023.0,211.0,40.5,73.0,2.99,70.8,13.4,Mixed Urban-Rural,40993.0,15.0,15.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,24.0,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,51.81071945919845,Balanced,81986.0,High,0.8902439024390244,86.29166666666667,1,2.317720907774022,0,1.6772727272727272,0.5362528306085063,86.35620715731955,-0.24176470588235244,0.5085780555931531
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Mechanical Engineering,STEM,2025,1891,971,920,81,23.3,47.0,40.0,1804.0,348.0,51.0,78.0,2.72,78.0,11.5,Mostly Urban,8383.0,16.0,25.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,25.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,48.651507139079854,Balanced,16766.0,Low,0.9629629629629629,75.64,1,4.600740349021681,0,1.5545454545454547,0.5362528306085063,465.22724561612785,-0.5117647058823525,0.47985529106158964
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Software Engineering,STEM,2022,3884,2270,1614,137,28.4,64.0,195.0,3625.0,711.0,51.0,49.0,3.34,85.9,11.25,Mixed Urban-Rural,9757.0,13.0,34.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,26.0,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,41.55509783728115,Balanced,19514.0,Low,0.35766423357664234,149.3846153846154,1,6.668383110195675,0,1.8363636363636362,0.5362528306085063,440.1967817976838,0.10823529411764721,0.5964281244819426
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Software Engineering,STEM,2023,3364,1622,1742,120,28.0,241.0,0.0,3123.0,161.0,28.0,48.0,3.51,83.6,5.5,Mixed Urban-Rural,29879.0,14.0,31.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,25.0,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,51.783590963139126,Balanced,59758.0,Mid,0.4,134.56,1,7.164090368608798,0,1.9136363636363636,0.5362528306085063,139.897586933967,0.27823529411764714,0.37736895475226917
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Software Engineering,STEM,2024,3969,2312,1657,135,29.4,249.0,62.0,3658.0,747.0,43.0,65.0,2.67,80.7,8.5,Mostly Urban,35337.0,12.0,27.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41.74855127236079,Balanced,70674.0,Mid,0.48148148148148145,165.375,1,7.835726883345931,0,1.5318181818181817,0.5362528306085063,114.18626368961712,-0.5617647058823527,0.5494219195588621
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Software Engineering,STEM,2025,3432,1640,1792,140,24.5,239.0,300.0,2893.0,352.0,54.0,31.0,3.64,81.5,7.9,Mostly Urban,31609.0,10.0,5.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52.21445221445221,Balanced,63218.0,Mid,0.22142857142857142,143.0,1,15.705128205128204,0,1.9727272727272727,0.5362528306085063,128.91897877186875,0.4082352941176475,0.3852365666371787
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Telecommunication,STEM,2022,2529,1132,1397,84,30.1,66.0,81.0,2382.0,112.0,1.0,66.0,3.49,71.6,15.7,Mostly Urban,15469.0,16.0,21.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55.239224990114664,Balanced,30938.0,Low,0.7857142857142857,90.32142857142857,1,5.812574139976276,0,1.9045454545454545,0.5362528306085063,231.4306031417674,0.25823529411764756,0.5719489327558538
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Telecommunication,STEM,2023,3085,1979,1106,96,32.1,204.0,113.0,2768.0,111.0,59.0,68.0,3.54,78.9,14.4,Mixed Urban-Rural,44862.0,13.0,13.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,24.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,35.850891410048625,Balanced,89724.0,High,0.7083333333333334,128.54166666666666,1,10.275526742301459,0,1.9272727272727272,0.5362528306085063,87.93633810351746,0.3082352941176474,0.7536662064171669
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Telecommunication,STEM,2024,3279,1421,1858,127,25.8,0.0,425.0,2854.0,377.0,8.0,15.0,3.12,77.1,1.6,Mixed Urban-Rural,19223.0,14.0,15.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,25.0,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,56.66361695638914,Balanced,38446.0,Low,0.11811023622047244,131.16,1,12.961268679475449,0,1.7363636363636363,0.5362528306085063,200.5410185715029,-0.11176470588235254,0.22855978807083124
PK-FED-010,Pakistan Institute of Engineering & Applied Sci.,Public,Islamabad,Nilore,1967,4.0,W4,Telecommunication,STEM,2025,2824,1796,1028,102,27.7,92.0,453.0,2279.0,474.0,33.0,55.0,3.64,73.7,1.7,Mostly Urban,28631.0,13.0,9.0,Yes,PIEAS Entry Test,Difficult,80% / 200 marks,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36.40226628895184,Balanced,57262.0,Mid,0.5392156862745098,100.85714285714286,1,19.29886685552408,0,1.9727272727272727,0.5362528306085063,128.70664664175195,0.4082352941176475,0.4459450512549828
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Civil Engineering,STEM,2022,2732,1430,1302,122,22.4,1.0,163.0,2568.0,434.0,37.0,6.0,3.65,63.5,7.1,Mostly Rural,14078.0,20.0,2.0,Yes,QAU Entry Test,Medium,60% / 100 marks,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47.657393850658856,Balanced,28156.0,Low,0.04918032786885246,62.09090909090909,1,6.002928257686676,0,1.477272727272727,0.3878447859498882,225.5291944878534,0.41823529411764726,0.3911871153866186
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Civil Engineering,STEM,2023,3328,1871,1457,96,34.7,148.0,238.0,2942.0,76.0,34.0,49.0,3.52,66.1,7.8,Mostly Rural,31283.0,3.0,10.0,Yes,QAU Entry Test,Medium,60% / 100 marks,43.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,43.78004807692308,Balanced,62566.0,Mid,0.5104166666666666,77.3953488372093,1,11.598557692307693,0,1.418181818181818,0.3878447859498882,105.64843525237349,0.28823529411764737,0.5708797449396192
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Civil Engineering,STEM,2024,3287,1522,1765,117,28.1,0.0,323.0,2964.0,337.0,49.0,74.0,3.22,64.3,2.6,Mostly Rural,21934.0,15.0,13.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,53.69637967751749,Balanced,43868.0,Low,0.6324786324786325,78.26190476190476,1,9.826589595375722,0,1.2818181818181817,0.3878447859498882,146.57609191209994,-0.011764705882352455,0.30136150300567177
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Civil Engineering,STEM,2025,3075,1947,1128,106,29.0,23.0,112.0,2940.0,229.0,8.0,77.0,3.26,72.0,4.1,Mixed Urban-Rural,38674.0,1.0,7.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,36.68292682926829,Balanced,77348.0,High,0.7264150943396226,73.21428571428571,1,4.390243902439024,0,1.2999999999999998,0.3878447859498882,93.08579407353777,0.028235294117647136,0.5052624807452273
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Computer Science,STEM,2022,3179,2038,1141,120,26.5,0.0,305.0,2874.0,274.0,48.0,3.0,3.01,78.7,9.9,Mixed Urban-Rural,42757.0,1.0,13.0,Yes,QAU Entry Test,Medium,60% / 100 marks,39.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,35.89178987102862,Balanced,85514.0,High,0.025,81.51282051282051,1,9.594212016357345,0,1.1863636363636363,0.3878447859498882,92.0317141052927,-0.22176470588235286,0.6040290083526584
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Computer Science,STEM,2023,3016,2156,860,92,32.8,0.0,128.0,2888.0,92.0,52.0,75.0,3.2,77.8,8.6,Mixed Urban-Rural,35730.0,7.0,25.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,28.514588859416445,Male Dominated,71460.0,Mid,0.8152173913043478,71.80952380952381,1,4.244031830238726,0,1.2727272727272727,0.3878447859498882,108.87209627763784,-0.03176470588235247,0.7146000723403089
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Computer Science,STEM,2024,3607,2167,1440,130,27.7,112.0,0.0,3495.0,199.0,34.0,31.0,3.255,82.3,2.5,Mixed Urban-Rural,26129.0,16.0,8.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,39.92237316329359,Balanced,52258.0,Mid,0.23846153846153847,85.88095238095238,1,3.1050734682561685,0,1.2977272727272726,0.3878447859498882,157.48784875043054,0.023235294117647243,0.428128712950086
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Computer Science,STEM,2025,3507,2384,1123,118,29.7,239.0,55.0,3213.0,104.0,22.0,55.0,3.255,77.9,17.7,Mostly Urban,30236.0,7.0,8.0,Yes,QAU Entry Test,Medium,60% / 100 marks,38.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,32.02167094382663,Balanced,60472.0,Mid,0.4661016949152542,92.28947368421052,1,8.383233532934131,0,1.2977272727272726,0.3878447859498882,128.8199497288001,0.023235294117647243,0.8322945572849304
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Environmental Science,STEM,2022,2335,1254,1081,69,33.8,23.0,434.0,1878.0,199.0,34.0,73.0,3.55,48.2,8.2,Mostly Rural,18789.0,15.0,35.0,Yes,QAU Entry Test,Medium,60% / 100 marks,39.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,46.29550321199144,Balanced,37578.0,Low,1.0579710144927537,59.87179487179487,1,19.571734475374733,0,1.4318181818181817,0.3878447859498882,128.26653893235405,0.31823529411764717,0.5453050345325073
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Environmental Science,STEM,2023,2731,1489,1242,111,24.6,0.0,543.0,2188.0,67.0,3.0,39.5,3.255,50.5,17.4,Mostly Urban,12453.0,19.0,2.0,Yes,QAU Entry Test,Medium,60% / 100 marks,38.0,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,45.4778469425119,Balanced,24906.0,Low,0.35585585585585583,71.86842105263158,1,19.88282680336873,0,1.2977272727272726,0.3878447859498882,202.7623865735164,0.023235294117647243,0.643222742737484
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Environmental Science,STEM,2024,2795,1460,1335,94,29.7,0.0,468.0,2327.0,326.0,25.0,29.0,3.255,55.4,13.9,Mostly Urban,44896.0,17.0,22.0,Yes,QAU Entry Test,Medium,60% / 100 marks,43.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,47.76386404293381,Balanced,89792.0,High,0.30851063829787234,65.0,1,16.74418604651163,0,1.2977272727272726,0.3878447859498882,61.698146828225234,0.023235294117647243,0.6035748121799706
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Environmental Science,STEM,2025,3062,2078,984,114,26.9,76.0,106.0,2880.0,546.0,34.0,41.0,3.255,49.5,3.7,Mostly Rural,44256.0,11.0,16.0,Yes,QAU Entry Test,Medium,60% / 100 marks,41.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,32.135858915741345,Balanced,88512.0,High,0.35964912280701755,74.6829268292683,1,5.943827563683867,0,1.2977272727272726,0.3878447859498882,55.92462039045554,0.023235294117647243,0.519197404405583
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Mathematics,STEM,2022,2862,1968,894,86,33.3,67.0,452.0,2343.0,199.0,8.0,38.0,3.255,51.5,8.6,Mostly Urban,26129.0,12.0,9.0,Yes,QAU Entry Test,Medium,60% / 100 marks,44.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,31.236897274633122,Balanced,52258.0,Mid,0.4418604651162791,65.04545454545455,1,18.134171907756812,0,1.2977272727272726,0.3878447859498882,98.54950438210417,0.023235294117647243,0.6935312286793119
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Mathematics,STEM,2023,2934,1156,1778,109,26.9,0.0,416.0,2518.0,220.0,42.0,8.0,2.86,64.9,13.9,Mostly Urban,19603.0,11.0,26.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,60.59986366734833,Female Dominated,39206.0,Low,0.07339449541284404,69.85714285714286,1,14.1785957736878,0,1.1181818181818182,0.3878447859498882,165.535887364179,-0.3717647058823528,0.4505082111250642
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Mathematics,STEM,2024,3309,2229,1080,101,32.8,235.0,233.0,2841.0,44.0,14.0,16.0,2.91,54.3,12.4,Mostly Rural,26129.0,13.0,34.0,Yes,QAU Entry Test,Medium,60% / 100 marks,43.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,32.638259292837716,Balanced,52258.0,Mid,0.15841584158415842,76.95348837209302,1,14.143245693563012,0,1.1409090909090909,0.3878447859498882,103.90753568831568,-0.3217647058823525,0.7515638763213407
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Mathematics,STEM,2025,3056,1189,1867,91,33.6,80.0,523.0,2453.0,199.0,22.0,36.0,2.81,54.2,8.6,Mixed Urban-Rural,26129.0,18.0,12.0,Yes,QAU Entry Test,Medium,60% / 100 marks,39.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,61.09293193717278,Female Dominated,52258.0,Mid,0.3956043956043956,78.35897435897436,1,19.731675392670155,0,1.0954545454545455,0.3878447859498882,103.71617742737955,-0.4217647058823526,0.40846981203703203
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Mechanical Engineering,STEM,2022,2253,1582,671,66,34.1,103.0,283.0,1867.0,158.0,42.0,18.0,3.63,74.0,8.6,Mostly Rural,19405.0,1.0,13.0,Yes,QAU Entry Test,Medium,60% / 100 marks,40.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29.782512205947626,Male Dominated,38810.0,Low,0.2727272727272727,56.325,1,17.132711939636042,0,1.468181818181818,0.3878447859498882,190.67250708580264,0.39823529411764724,0.7159030646503849
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Mechanical Engineering,STEM,2023,2342,1351,991,76,30.8,168.0,0.0,2174.0,411.0,50.0,30.0,3.5,71.4,11.9,Mostly Urban,28343.0,12.5,13.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,42.31426131511529,Balanced,56686.0,Mid,0.39473684210526316,55.76190476190476,1,7.173356105892399,0,1.409090909090909,0.3878447859498882,125.95702642627809,0.26823529411764735,0.6272315856464569
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Mechanical Engineering,STEM,2024,2748,1615,1133,85,32.3,0.0,109.0,2639.0,398.0,15.0,76.0,3.37,71.3,5.1,Mostly Urban,44530.0,15.0,35.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,41.229985443959244,Balanced,89060.0,High,0.8941176470588236,65.42857142857143,1,3.9665211062590973,0,1.35,0.3878447859498882,80.05838760386257,0.13823529411764746,0.5159488589634226
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Mechanical Engineering,STEM,2025,2601,1828,773,77,33.8,115.0,253.0,2233.0,461.0,47.0,67.0,3.13,73.8,6.1,Mixed Urban-Rural,36827.0,9.0,34.0,Yes,QAU Entry Test,Medium,60% / 100 marks,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,29.719338715878507,Male Dominated,73654.0,Mid,0.8701298701298701,60.48837209302326,1,14.148404459823144,0,1.2409090909090907,0.3878447859498882,100.19822412903575,-0.10176470588235276,0.6628827984631643
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Physics,STEM,2022,1031,472,559,33,31.2,53.0,197.0,781.0,143.0,3.0,39.5,3.44,55.3,13.0,Mostly Rural,8386.0,14.0,34.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,54.219204655674105,Balanced,16772.0,Low,1.196969696969697,24.547619047619047,0,24.248302618816684,0,1.3818181818181818,0.3878447859498882,329.7161936560935,0.2082352941176473,0.5387075934235853
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Physics,STEM,2023,1259,862,397,44,28.6,0.0,32.0,1227.0,178.0,46.0,52.0,3.25,48.4,10.3,Mostly Urban,13501.0,6.0,13.0,Yes,QAU Entry Test,Medium,60% / 100 marks,38.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,31.532962668784748,Balanced,27002.0,Low,1.1818181818181819,33.13157894736842,0,2.5416997617156474,0,1.2954545454545454,0.3878447859498882,179.24598177912748,0.01823529411764735,0.6760585481388243
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Physics,STEM,2024,1179,532,647,44,26.8,44.0,17.0,1118.0,25.0,47.0,56.0,3.64,56.2,12.3,Mostly Urban,9335.0,12.5,13.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,54.877014418999146,Balanced,18670.0,Low,1.2727272727272727,28.071428571428573,0,5.173876166242578,0,1.4727272727272727,0.3878447859498882,301.01767541510446,0.4082352941176475,0.4723833142488762
PK-FED-001,Quaid-i-Azam University,Public,Islamabad,Islamabad,1967,5.0,W4,Physics,STEM,2025,1243,580,663,46,27.0,39.0,232.0,972.0,46.0,6.0,17.0,2.68,53.7,8.0,Mostly Rural,23915.0,20.0,2.0,Yes,QAU Entry Test,Medium,60% / 100 marks,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,53.33869670152856,Balanced,47830.0,Mid,0.3695652173913043,29.595238095238095,0,21.802091713596138,0,1.0363636363636364,0.3878447859498882,112.27263223918044,-0.5517647058823525,0.4024466261731529
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Biology,STEM,2022,893,406,487,26,34.3,0.0,52.0,841.0,56.5,12.0,3.0,3.2,51.3,9.7,Mostly Urban,81787.0,15.0,12.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,17.0,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,54.535274356103024,Balanced,163574.0,High,0.11538461538461539,52.529411764705884,1,5.823068309070549,0,0.7727272727272727,0.40286247983288476,31.361952388521402,0.05390243902439007,0.5012817196084467
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Biology,STEM,2023,832,366,466,32,26.0,50.0,120.0,662.0,128.0,31.0,28.0,3.44,47.6,9.8,Mixed Urban-Rural,118176.0,3.0,19.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,14.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,56.00961538461539,Balanced,236352.0,High,0.875,59.42857142857143,1,20.432692307692307,0,0.8818181818181817,0.40286247983288476,20.139453019225563,0.29390243902438984,0.40261246005882617
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Biology,STEM,2024,937,404,533,29,32.3,60.0,48.0,829.0,148.0,4.0,61.0,3.4,47.1,9.7,Mostly Rural,108025.0,12.0,19.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,16.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,56.883671291355384,Balanced,216050.0,High,2.103448275862069,58.5625,1,11.52614727854856,0,0.8636363636363635,0.40286247983288476,21.800509141402454,0.2539024390243898,0.45778040289173255
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Biology,STEM,2025,978,567,411,35,27.9,32.0,192.0,754.0,46.0,31.0,52.0,3.36,43.6,9.9,Mixed Urban-Rural,105506.0,16.0,13.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,14.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,42.02453987730061,Balanced,211012.0,High,1.4857142857142858,69.85714285714286,1,22.903885480572598,0,0.8454545454545453,0.40286247983288476,20.662332000075825,0.21390243902438977,0.5594157581997069
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Computer Science,STEM,2022,536,326,210,17,31.5,42.0,1.0,493.0,23.0,38.0,61.0,3.37,84.3,9.7,Mixed Urban-Rural,140377.0,3.0,12.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,14.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,39.17910447761194,Balanced,280754.0,High,3.588235294117647,38.285714285714285,0,8.022388059701493,0,0.85,0.40286247983288476,30.026286357451717,0.22390243902439,0.6203410186687375
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Computer Science,STEM,2023,589,257,332,21,28.0,46.0,13.0,530.0,53.0,46.0,71.0,2.76,85.1,14.3,Mostly Urban,142162.0,16.0,13.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,19.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56.36672325976231,Balanced,284324.0,High,3.380952380952381,31.0,0,10.0169779286927,0,0.5727272727272725,0.40286247983288476,29.930642506436314,-0.3860975609756103,0.5109078880722951
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Computer Science,STEM,2024,501,308,193,17,29.5,32.0,57.0,412.0,28.0,12.0,24.0,3.42,84.5,5.0,Mostly Rural,115150.0,20.0,13.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,14.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38.522954091816366,Balanced,230300.0,High,1.411764705882353,35.785714285714285,0,17.764471057884233,0,0.8727272727272726,0.40286247983288476,36.691272253582284,0.2739024390243898,0.5108917048863507
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Computer Science,STEM,2025,596,242,354,25,23.8,6.0,0.0,590.0,56.5,31.0,38.0,3.47,76.0,17.3,Mostly Urban,87785.0,17.0,17.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,19.0,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,59.395973154362416,Balanced,175570.0,High,1.52,31.36842105263158,0,1.006711409395973,0,0.8954545454545455,0.40286247983288476,43.28757760437433,0.3239024390243901,0.4985240083411299
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Economics,Business,2022,642,317,325,23,27.9,3.0,84.0,555.0,125.0,25.0,43.0,3.04,62.9,1.6,Mixed Urban-Rural,73201.0,12.0,15.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,17.0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,50.62305295950156,Balanced,146402.0,High,1.8695652173913044,37.76470588235294,0,13.551401869158877,0,0.7,0.40286247983288476,42.96389393587519,-0.10609756097561007,0.30874154288397426
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Economics,Business,2023,651,384,267,21,31.0,1.0,11.0,639.0,56.5,60.0,27.0,2.86,64.6,13.6,Mostly Rural,65665.0,4.0,18.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,18.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,41.013824884792626,Balanced,131330.0,High,1.2857142857142858,36.166666666666664,0,1.8433179723502304,0,0.618181818181818,0.40286247983288476,49.18906571232772,-0.28609756097561023,0.6762108613559134
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Economics,Business,2024,713,443,270,21,34.0,43.0,119.0,551.0,56.5,5.0,67.0,3.37,71.0,8.9,Mostly Urban,86575.0,3.0,13.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,19.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,37.86816269284712,Balanced,173150.0,High,3.1904761904761907,37.526315789473685,0,22.720897615708274,0,0.85,0.40286247983288476,41.004909038406005,0.22390243902439,0.6428749805068972
PK-FED-012,Riphah International University,Private,Islamabad,Islamabad,2002,28.0,W2,Economics,Business,2025,803,313,490,23,34.9,15.0,136.0,652.0,70.0,60.0,38.0,2.97,62.2,9.6,Mostly Rural,63476.0,13.0,35.0,Yes,Riphah Entry Test,Easy,40% / 100 marks,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61.021170610211705,Female Dominated,126952.0,High,1.6521739130434783,40.15,0,18.80448318804483,0,0.6681818181818182,0.40286247983288476,48.99489570861428,-0.1760975609756099,0.442906177618889
