UNI_ID,UNI_Name,Type,Province,City,Established_Year,HEC_Ranking,HEC_Category,Department_Name,Department_Category,Year,Total_Enrollment,Male_Enrollment,Female_Enrollment,Faculty_Count,Student_Faculty_Ratio,PhD_Students,MS_MPhil_Students,BS_Students,Scholarship_Students,International_Students,Research_Papers_Published,Avg_CGPA,Employment_Ratio_Pct,Dropout_Rate_Pct,Avg_Student_Background,Fee_Per_Semester_PKR,Lab_Count,Industry_Tie_Ups,Entry_Test_Required,Entry_Test_Type,Entry_Test_Tier,Entry_Test_Passing_Criteria,No_of_Buildings
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Civil Engineering,STEM,2024,526,272,254,18,29.2,18,37,471,99,32,43,3.33,62.3,13.9,Mostly Urban,112947,2,,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,16
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Civil Engineering,STEM,2025,499,241,258,18,27.7,17,10,472,82,37,14,2.7,73.5,8.9,Mixed Urban-Rural,80486,2,23,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,15
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Computer Science,STEM,2022,1111,744,367,41,27.1,56,106,949,119,5,47,3.67,80,6.3,Mixed Urban-Rural,144289,5,30,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Computer Science,STEM,2023,1410,787,623,53,26.6,22,70,1318,,58,51,3.14,88.9,15.2,Mostly Rural,129582,15,0,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,16
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Computer Science,STEM,2024,1196,576,620,39,30.7,15,126,1055,130,41,39,3.24,84.2,2.6,Mostly Rural,123804,4,1,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,14
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Computer Science,STEM,2025,1459,635,824,64,22.8,45,,,32,26,20,,79.1,12,Mostly Urban,172317,6,20,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,11
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Electrical Engineering,STEM,2022,1931,912,1019,62,31.1,124,83,1724,11,,48,2.84,73.8,,Mixed Urban-Rural,128224,18,7,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,11
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Electrical Engineering,STEM,2023,1836,1269,567,78,23.5,133,175,1528,358,52,,2.73,70.1,6.5,Mostly Rural,73659,,,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,14
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Electrical Engineering,STEM,2024,1741,1070,671,54,32.2,131,240,1370,,,58,2.67,69.2,,Mixed Urban-Rural,67648,7,,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,10
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Electrical Engineering,STEM,2025,1928,792,1136,58,33.2,145,,,261,39,47,3.39,83.1,14.1,Mixed Urban-Rural,77514,,13,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,16
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,English Literature,Arts & Social Sciences,2022,1552,840,712,49,31.7,29,160,1363,186,27,16,,43,,Mixed Urban-Rural,102349,3,7,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,14
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,English Literature,Arts & Social Sciences,2023,1448,775,673,45,32.2,8,243,1197,153,27,31,,51,7.6,Mixed Urban-Rural,68785,3,,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,14
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,English Literature,Arts & Social Sciences,2024,1500,924,576,43,34.9,108,62,1330,,21,24,3.44,51.9,8.5,Mixed Urban-Rural,90779,12,25,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,English Literature,Arts & Social Sciences,2025,1775,983,792,74,24,,,,326,1,65,3.67,47.3,,Mixed Urban-Rural,97854,3,33,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,16
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Law,Arts & Social Sciences,2022,1967,1059,908,76,25.9,110,60,1797,281,60,72,3.11,73,6.7,Mostly Rural,,6,8,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,15
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Law,Arts & Social Sciences,2023,1957,1002,955,61,32.1,129,,,297,35,73,3.34,74.1,11.3,Mostly Urban,92281,5,22,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,13
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Law,Arts & Social Sciences,2024,2276,1316,960,71,32.1,63,159,2054,187,3,57,,75,16.5,Mixed Urban-Rural,99249,15,27,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,10
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Law,Arts & Social Sciences,2025,2223,1526,697,87,25.6,25,105,2093,204,6,43,2.97,76.1,9.8,Mostly Urban,102622,3,34,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,13
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Mathematics,STEM,2022,795,314,481,22,36.1,8,135,652,153,,14,3.32,56.4,5,Mixed Urban-Rural,94309,14,32,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,13
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Mathematics,STEM,2023,861,550,311,35,24.6,59,163,639,59,52,26,3.08,50.3,11.6,Mostly Rural,62848,8,,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,13
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Mathematics,STEM,2024,940,453,487,33,28.5,32,60,848,110,18,11,2.87,55.1,3.4,Mostly Rural,115838,2,17,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,13
PK-FED-009,FAST – National University of Computer Sciences,Private,Islamabad,Islamabad,2000,14,W3,Mathematics,STEM,2025,849,397,452,26,32.7,10,76,763,129,3,8,3,60.5,16.4,Mixed Urban-Rural,66836,8,,Yes,NU Entry Test (NUCES),Difficult,70% / 100 marks,10
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Computer Science,STEM,2022,255,162,93,7,36.4,14,7,234,47,26,77,3.66,75.6,9.2,Mixed Urban-Rural,35062,13,,Yes,IST Entry Test,Difficult,70% / 100 marks,13
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Computer Science,STEM,2023,258,117,141,10,25.8,,,,5,26,56,3.42,88.1,15.4,Mostly Rural,19168,13,,Yes,IST Entry Test,Difficult,70% / 100 marks,14
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Computer Science,STEM,2024,284,187,97,8,35.5,13,45,226,16,20,52,3.46,83.2,9.8,Mostly Urban,25054,7,,Yes,IST Entry Test,Difficult,70% / 100 marks,16
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Computer Science,STEM,2025,251,96,155,7,35.9,4,40,207,10,1,72,3.59,76.4,7.4,Mixed Urban-Rural,43089,13,3,Yes,IST Entry Test,Difficult,70% / 100 marks,14
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Electrical Engineering,STEM,2022,387,165,222,17,22.8,28,9,350,20,,17,3.03,83.8,7.5,Mostly Rural,9438,3,26,Yes,IST Entry Test,Difficult,70% / 100 marks,16
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Electrical Engineering,STEM,2023,434,211,223,12,36.2,,44,,77,54,4,2.77,80.9,11.6,Mostly Urban,15968,17,9,Yes,IST Entry Test,Difficult,70% / 100 marks,15
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Electrical Engineering,STEM,2024,431,217,214,12,35.9,5,70,356,21,30,13,3.08,68.5,9.2,Mostly Urban,20652,9,6,Yes,IST Entry Test,Difficult,70% / 100 marks,15
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Electrical Engineering,STEM,2025,488,312,176,18,27.1,20,77,391,62,47,65,3.59,80.7,4.8,Mostly Urban,37452,9,18,Yes,IST Entry Test,Difficult,70% / 100 marks,12
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Industrial Engineering,STEM,2022,828,496,332,23,36,9,95,724,87,11,,2.95,67.6,14.4,Mostly Rural,,11,35,Yes,IST Entry Test,Difficult,70% / 100 marks,16
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Industrial Engineering,STEM,2023,715,340,375,28,25.5,48,81,586,24,41,80,2.65,65.5,2.3,Mostly Urban,15815,19,1,Yes,IST Entry Test,Difficult,70% / 100 marks,13
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Industrial Engineering,STEM,2024,783,468,315,23,34,58,86,639,,2,39,,77.8,2.6,Mostly Rural,27726,18,31,Yes,IST Entry Test,Difficult,70% / 100 marks,13
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Industrial Engineering,STEM,2025,875,449,426,28,31.2,1,82,792,163,,18,2.7,69.3,13.5,Mixed Urban-Rural,32174,2,2,Yes,IST Entry Test,Difficult,70% / 100 marks,15
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Mechanical Engineering,STEM,2022,234,113,121,9,26,4,9,221,15,37,51,3.05,75,16.1,Mostly Urban,16019,16,20,Yes,IST Entry Test,Difficult,70% / 100 marks,12
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Mechanical Engineering,STEM,2023,291,158,133,12,24.2,22,,,20,47,48,,76.3,2.5,Mostly Urban,33235,19,32,Yes,IST Entry Test,Difficult,70% / 100 marks,14
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Mechanical Engineering,STEM,2024,307,196,111,11,27.9,12,55,240,,,67,2.68,71.3,4.8,Mixed Urban-Rural,28129,5,6,Yes,IST Entry Test,Difficult,70% / 100 marks,14
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Mechanical Engineering,STEM,2025,309,142,167,9,34.3,2,13,294,33,7,,2.66,67,9.8,,14410,14,,Yes,IST Entry Test,Difficult,70% / 100 marks,15
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Software Engineering,STEM,2022,334,194,140,11,30.4,,34,,66,,9,3.57,83.9,10.3,Mostly Urban,34513,9,10,Yes,IST Entry Test,Difficult,70% / 100 marks,12
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Software Engineering,STEM,2023,381,189,192,14,27.2,7,8,366,66,54,15,3.66,85.5,7,Mostly Urban,36044,3,,Yes,IST Entry Test,Difficult,70% / 100 marks,12
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Software Engineering,STEM,2024,391,149,242,14,27.9,18,67,306,65,,,2.71,83.6,14,Mixed Urban-Rural,29998,18,31,Yes,IST Entry Test,Difficult,70% / 100 marks,14
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Software Engineering,STEM,2025,358,191,167,10,35.8,23,18,317,66,,69,2.76,80.8,15.6,Mixed Urban-Rural,24014,12,5,Yes,IST Entry Test,Difficult,70% / 100 marks,
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Telecommunication,STEM,2022,383,194,189,16,23.9,8,44,331,62,56,72,3.69,74.4,8,Mixed Urban-Rural,10693,20,,Yes,IST Entry Test,Difficult,70% / 100 marks,16
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Telecommunication,STEM,2023,387,221,166,11,35.2,4,37,346,,9,,2.92,75.6,12.5,Mostly Urban,9021,19,,Yes,IST Entry Test,Difficult,70% / 100 marks,12
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Telecommunication,STEM,2024,373,142,231,14,26.6,21,71,281,,50,,3.7,83.3,2.9,Mostly Urban,13289,12,24,Yes,IST Entry Test,Difficult,70% / 100 marks,15
PK-FED-014,Institute of Space Technology,Public,Islamabad,Islamabad,2002,35,W2,Telecommunication,STEM,2025,379,268,111,16,23.7,4,25,350,60,20,42,2.94,74.2,8.4,Mostly Rural,38222,14,,Yes,IST Entry Test,Difficult,70% / 100 marks,12
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Biology,STEM,2022,671,296,375,23,29.2,8,65,598,19,26,21,3.53,46.9,12.2,,20483,20,4,Yes,IIUI Entry Test,Medium,50% / 100 marks,36
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Biology,STEM,2023,678,433,245,21,32.3,7,122,549,8,12,45,3.04,51.9,13,Mostly Rural,29077,12,23,Yes,IIUI Entry Test,Medium,50% / 100 marks,32
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Biology,STEM,2024,760,417,343,32,23.8,14,4,742,99,2,43,3.06,58.7,16.9,Mixed Urban-Rural,29618,16,21,Yes,IIUI Entry Test,Medium,50% / 100 marks,33
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Biology,STEM,2025,736,485,251,21,35,31,138,567,95,,24,3.52,53.3,17.3,Mostly Urban,,14,,Yes,IIUI Entry Test,Medium,50% / 100 marks,35
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Economics,Business,2022,1582,981,601,71,22.3,1,,,13,,64,3.15,65.1,10.3,Mostly Urban,36218,,,Yes,IIUI Entry Test,Medium,50% / 100 marks,32
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Economics,Business,2023,1610,716,894,55,29.3,57,41,1512,,29,53,2.7,70,15.7,Mixed Urban-Rural,44221,,,Yes,IIUI Entry Test,Medium,50% / 100 marks,36
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Economics,Business,2024,1817,958,859,56,32.4,145,23,1649,26,57,15,3.2,66.1,12.8,Mostly Rural,19754,,9,Yes,IIUI Entry Test,Medium,50% / 100 marks,38
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Economics,Business,2025,1990,1238,752,73,27.3,35,352,1603,204,34,33,2.66,58.2,9.8,Mixed Urban-Rural,12981,13,20,Yes,IIUI Entry Test,Medium,50% / 100 marks,33
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,English Literature,Arts & Social Sciences,2022,474,306,168,17,27.9,,31,,92,24,51,3.38,43.7,2.9,Mostly Urban,33534,,28,Yes,IIUI Entry Test,Medium,50% / 100 marks,38
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,English Literature,Arts & Social Sciences,2023,462,217,245,19,24.3,5,41,416,18,,74,3.46,43,1.7,Mostly Urban,44669,6,10,Yes,IIUI Entry Test,Medium,50% / 100 marks,38
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,English Literature,Arts & Social Sciences,2024,451,217,234,15,30.1,31,25,395,14,60,56,,41,3.7,Mostly Rural,32896,14,8,Yes,IIUI Entry Test,Medium,50% / 100 marks,36
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,English Literature,Arts & Social Sciences,2025,486,284,202,15,32.4,36,41,409,42,40,53,2.73,47.7,15,Mixed Urban-Rural,43758,,13,Yes,IIUI Entry Test,Medium,50% / 100 marks,
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Information Technology,STEM,2022,1389,920,469,60,23.1,91,193,1105,,16,66,3.13,84.6,,Mixed Urban-Rural,41201,2,23,Yes,IIUI Entry Test,Medium,50% / 100 marks,37
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Information Technology,STEM,2023,1414,927,487,47,30.1,72,204,1138,186,,,2.72,85.6,7,Mixed Urban-Rural,22549,19,23,Yes,IIUI Entry Test,Medium,50% / 100 marks,
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Information Technology,STEM,2024,1357,872,485,45,30.2,,72,,156,5,6,3.17,79,7.2,Mixed Urban-Rural,14397,3,7,Yes,IIUI Entry Test,Medium,50% / 100 marks,34
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Information Technology,STEM,2025,1274,632,642,54,23.6,59,103,1112,146,,34,3.04,83.8,4.6,Mostly Rural,20931,7,4,Yes,IIUI Entry Test,Medium,50% / 100 marks,34
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Law,Arts & Social Sciences,2022,1430,967,463,58,24.7,49,58,1323,255,40,36,3.5,70.2,15.5,Mixed Urban-Rural,27493,,,Yes,IIUI Entry Test,Medium,50% / 100 marks,
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Law,Arts & Social Sciences,2023,1494,722,772,61,24.5,88,88,1318,201,31,56,2.95,76.1,9.6,Mostly Urban,11513,7,35,Yes,IIUI Entry Test,Medium,50% / 100 marks,38
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Law,Arts & Social Sciences,2024,1702,933,769,55,30.9,74,,,294,,65,3.22,71.7,6.3,Mostly Urban,40460,9,23,Yes,IIUI Entry Test,Medium,50% / 100 marks,37
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Law,Arts & Social Sciences,2025,1773,1129,644,55,32.2,8,178,1587,,48,57,2.73,72.1,2.9,Mixed Urban-Rural,21754,20,10,Yes,IIUI Entry Test,Medium,50% / 100 marks,33
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Mass Communication,Arts & Social Sciences,2022,1517,683,834,61,24.9,73,263,1181,91,45,38,,54.9,12.7,Mostly Rural,34974,5,8,Yes,IIUI Entry Test,Medium,50% / 100 marks,32
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Mass Communication,Arts & Social Sciences,2023,1623,1009,614,49,33.1,115,,,,40,65,3.42,66.2,14.2,Mostly Rural,32187,1,5,Yes,IIUI Entry Test,Medium,50% / 100 marks,36
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Mass Communication,Arts & Social Sciences,2024,1884,1009,875,61,30.9,68,145,1671,116,52,,3.13,59.7,11,,11172,15,,Yes,IIUI Entry Test,Medium,50% / 100 marks,35
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Mass Communication,Arts & Social Sciences,2025,2033,881,1152,72,28.2,70,,,159,,19,3.31,69.9,2.9,Mixed Urban-Rural,,8,5,Yes,IIUI Entry Test,Medium,50% / 100 marks,33
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Political Science,Arts & Social Sciences,2022,1662,752,910,72,23.1,,67,,,52,59,,47.5,5.3,Mostly Rural,14763,,8,Yes,IIUI Entry Test,Medium,50% / 100 marks,37
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Political Science,Arts & Social Sciences,2023,1979,1207,772,86,23,,351,,374,47,24,2.75,47,5.1,Mostly Rural,33167,5,5,Yes,IIUI Entry Test,Medium,50% / 100 marks,36
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Political Science,Arts & Social Sciences,2024,1859,1086,773,59,31.5,130,200,1529,342,13,6,3.65,42.6,2.4,Mixed Urban-Rural,15388,17,0,Yes,IIUI Entry Test,Medium,50% / 100 marks,32
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Political Science,Arts & Social Sciences,2025,2282,1591,691,96,23.8,,7,,93,49,49,,51.8,2.2,Mixed Urban-Rural,41201,14,25,Yes,IIUI Entry Test,Medium,50% / 100 marks,38
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Psychology,Arts & Social Sciences,2022,587,330,257,24,24.5,37,106,444,108,,,3.08,53.3,12.1,,23639,,29,Yes,IIUI Entry Test,Medium,50% / 100 marks,37
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Psychology,Arts & Social Sciences,2023,606,241,365,19,31.9,22,100,484,94,,4,3.42,62.5,5.8,Mostly Urban,15736,14,4,Yes,IIUI Entry Test,Medium,50% / 100 marks,35
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Psychology,Arts & Social Sciences,2024,575,409,166,19,30.3,,114,,77,,10,3.16,59.9,13.4,Mostly Urban,,,9,Yes,IIUI Entry Test,Medium,50% / 100 marks,35
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Psychology,Arts & Social Sciences,2025,581,410,171,25,23.2,4,15,562,36,46,56,3.48,64.8,16.4,,34275,10,19,Yes,IIUI Entry Test,Medium,50% / 100 marks,35
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Urdu,Arts & Social Sciences,2022,963,515,448,35,27.5,69,62,832,156,49,34,,38.7,16.9,Mostly Urban,8628,13,19,Yes,IIUI Entry Test,Medium,50% / 100 marks,38
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Urdu,Arts & Social Sciences,2023,1007,564,443,40,25.2,66,95,846,187,2,,3.16,41.9,13.8,,33844,14,8,Yes,IIUI Entry Test,Medium,50% / 100 marks,34
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Urdu,Arts & Social Sciences,2024,1077,504,573,41,26.3,74,27,976,74,60,44,3.19,46.8,9.2,Mostly Rural,21607,4,,Yes,IIUI Entry Test,Medium,50% / 100 marks,34
PK-FED-004,International Islamic University Islamabad,Public,Islamabad,Islamabad,1980,12,W3,Urdu,Arts & Social Sciences,2025,1275,616,659,40,31.9,6,133,1136,,22,44,3.54,43.7,4.4,Mostly Rural,44052,,7,Yes,IIUI Entry Test,Medium,50% / 100 marks,36
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Computer Science,STEM,2022,581,387,194,20,29.1,26,1,554,22,,52,3.34,84.4,17.2,,21406,15,31,Yes,NUML Entry Test,Easy,40% / 100 marks,19
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Computer Science,STEM,2023,693,467,226,20,34.6,47,137,509,102,25,80,3.17,80.8,16,Mostly Urban,10779,13,2,Yes,NUML Entry Test,Easy,40% / 100 marks,15
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Computer Science,STEM,2024,695,386,309,23,30.2,3,36,656,78,27,53,,74.8,12.2,Mixed Urban-Rural,19781,13,28,Yes,NUML Entry Test,Easy,40% / 100 marks,
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Computer Science,STEM,2025,627,334,293,18,34.8,45,11,571,93,45,14,3,88.3,,Mixed Urban-Rural,33171,6,24,Yes,NUML Entry Test,Easy,40% / 100 marks,15
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Education,Arts & Social Sciences,2022,206,142,64,7,29.4,14,11,181,8,19,21,2.82,68.6,,,24587,16,0,Yes,NUML Entry Test,Easy,40% / 100 marks,15
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Education,Arts & Social Sciences,2023,206,112,94,8,25.8,8,35,163,,15,59,2.66,68.6,4.9,Mixed Urban-Rural,17527,20,5,Yes,NUML Entry Test,Easy,40% / 100 marks,20
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Education,Arts & Social Sciences,2024,185,96,89,7,26.4,14,,,16,47,79,3.5,68.8,6.8,,44075,4,17,Yes,NUML Entry Test,Easy,40% / 100 marks,16
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Education,Arts & Social Sciences,2025,206,107,99,8,25.8,9,20,177,38,30,,3.62,61.3,11,Mixed Urban-Rural,40531,6,14,Yes,NUML Entry Test,Easy,40% / 100 marks,17
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,English Literature,Arts & Social Sciences,2022,831,370,461,35,23.7,27,,,111,21,29,2.94,47.4,6.1,Mostly Urban,29228,11,1,Yes,NUML Entry Test,Easy,40% / 100 marks,15
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,English Literature,Arts & Social Sciences,2023,982,437,545,29,33.9,,137,,170,,63,3.62,54.8,9.1,Mixed Urban-Rural,,11,1,Yes,NUML Entry Test,Easy,40% / 100 marks,18
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,English Literature,Arts & Social Sciences,2024,874,535,339,26,33.6,21,99,754,12,24,22,2.94,54.2,3.4,Mostly Urban,10072,8,19,Yes,NUML Entry Test,Easy,40% / 100 marks,18
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,English Literature,Arts & Social Sciences,2025,905,436,469,38,23.8,24,123,758,11,57,14,2.76,52.6,10.1,Mostly Urban,41826,2,33,Yes,NUML Entry Test,Easy,40% / 100 marks,19
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Environmental Science,STEM,2022,236,164,72,7,33.7,9,,,7,,,2.82,56.5,12,Mostly Rural,42883,9,,Yes,NUML Entry Test,Easy,40% / 100 marks,14
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Environmental Science,STEM,2023,263,101,162,8,32.9,9,10,244,22,,47,2.97,55.2,,,16524,2,,Yes,NUML Entry Test,Easy,40% / 100 marks,
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Environmental Science,STEM,2024,257,134,123,10,25.7,17,,,24,12,60,2.7,56.5,14.1,,38688,15,14,Yes,NUML Entry Test,Easy,40% / 100 marks,14
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,Environmental Science,STEM,2025,272,186,86,10,27.2,,30,,25,1,45,3.26,52.8,4.3,Mixed Urban-Rural,14745,11,4,Yes,NUML Entry Test,Easy,40% / 100 marks,14
PK-FED-008,National University of Modern Languages,Public,Islamabad,Islamabad,1969,22,W2,History,Arts & Social Sciences,2022,462,238,224,16,28.9,27,43,392,48,44,64,2.69,41.9,5.4,Mixed Urban-Rural,39891,18,,Yes,NUML Entry Test,Easy,40% / 100 marks,18
